file_name,text_extract,supp_name,supp_vat,date,amount,currency
Denner market (142)," DENNER Glattzentrum Neue Winterthurerstrasse 99 8304 Wallisellen 058 999 06 66 M Bezeichnung Betrag B Blue Brand Choko Snack 350g 5.90 2 X 2.95 C Panaché Tradition 6x50cl 7.80 2 X 3.90 B Coca Cola Dose 4x6x33cl Aktion statt 16.60 9.95 Total CHF 23.65 rgeld CHF 23.65 2.5% 15.85 0.39 7.7% 7.80 0.56 al MWSt: 23.65 0.95 St Nr. CHE-105.904.292 MWST Es bediente Sie: M. TUMMILLO Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 15.05.2019 09:53 #:33873 C :66602 6653387305513786",DENNER Glattzentrum,CHE-105.904.292,15.05.2019,23.65,CHF
Socar (138)," SOCAR migrolino SOCAR Opfikon Hagenholzstr. 119 8152 Glattpark SOCAR Energy Switzerland GmbH,Zürich TEL 079/625'24'83 StNr: 333648 Kasse 2 Bed. 14 Dat. 06.06.2018 19:05 Beleg Nr. 325 Hemdentasche 500 mli 0,05 4 Painauchocolat 8,00 2 5,00 * 1,60 CHF BrancheGipfel95g 1,95 2 BrancheGipfel95g 1,95 2 BrancheGipfel95g 1,95 2 Vanille-Stange 100g 1,90 2 Vanille-Stange 100g 1,90 2 Papiertasche 0,30 4 IceTea Zitrone 0,90 2 IceTeaPfin 50cl 0,95 2 IceTeaPfir 50cl 0,95 2 FantaOrange50cl 1,60 2 Coca-ColaC1.50cl 1,60 2 Coca-ColaC1.50cl 1,60 2 Rivella Rot 1,70 2 IceTea Zitrone 0,90 2 Vittel 50cl 1,20 2 Red Bull 25cl 2,40 2 Red Bull 25cl 2,40 2 RABATTE Red Bull CHF -0,90 Rivella Rot 1,70 2 Vittel 50cl 1,20 2 Red Bull 25cl 2,40 2 TOTAL CHF 38,60 Buchung Maestro XXXXXXXXXXXXXXX0438 06.06.2018 19:04:59 Trm-Id: 21401570 Act-Id: 262 AID: A0000000043060 Trx. Seq-Cnt: 59172257856 STAN: 147976 Aut-Id: 916618 PANEnc: 37556AD4FCC7EB1C43DDA2DBDB0111E 1 Total-EFT CHF 38.60 MWSTKL MWST% MWST + Netto = Brutto MWSt2 2,5% 0,93 37,32 38,25 MWSt4 7,7% 0,03 0,32 0,35 MWST TOTAL 0,96 37,64 38,60 RECHNUNG CHE-106.847.076 MWST Auf Wiedersehen Gute Fahrt Einen schönen Tag",SOCAR Energy Switzerland GmbH,CHE-106.847.076,06.06.2018,38.6,CHF
Denner market (127)," DENNER Dübendorf allisellenstrasse 17 8600 Dübendorf 2hu 912 neligT 058 999 06 61 19100 neb 19bo jim M Bezeichnung Betrag C Martini Vermouth weiss 100cl 9.95 * Total CHF 9.95 Bargeld CHF 50.00 Rückgeld CHF 40.05 C MWSt. 7.7% 9.95 0.71 Total MWSt: 9.95 0.71 MwSt Nr. CHE-105.904.292 MWST * nicht rabattberechtigt Es bediente Sie: E. Avdija Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter .denner.ch 9000-96 14.12.2019 18:42 #: 90468 C:66102 6669046805433999",DENNER Dübendorf,CHE-105.904.292,14.12.2019,9.95,CHF
Post (65), DIEPOSIT-S 8046 Zürich 48 Al:stetten 13.02.2019 / 17:55 / S2 Bestätigung Quittung Post CH AG Wankdorfallee 4 3030 Bern U.D. CHE-116.302.542 MWST CHF 1 PostPac Priority >2-10 kg (9) 10.70 Nr 99.00.804810.02257508 kg 3.376 Flufgabe nach Annahmeschluss 1 PostPac Priority >2-10 kg (9) 10.70 Nr 99.00.8048000.02257509 kg 2.240 Aufgabe nach Annahmeschluss Total CHF 21.40 Bargeld ein -40.00 Rückgeld 18.60 (3): inkl. MWSt (7.7%) 1.53 Code mit der Post-App nd Sendung(en) verfolgen. Bewahren Sie diese Quilture surgfältig auf. www.post.ch Contact Center 0848 888 888 Besten Dank für Chren Besuch,Post CH AG,CHE-116.302.542,13.02.2019,21.4,CHF
Socar (2)," SOCAR migrolina / SOCAR Schlieren Badenerstrasse 41 8952 Schlieren / CH SOCAR Energy Switzerland GmbH, Zürich TEL 061 512 17 14 StNr: 100046 RECHNUNG BLEIFREI 95 Säule Nr. 3 20.00 11 14.49 L 1.380 CHF/L Total CHF 20.00 Bar CHF 20.00 Rückgeld CHF 0.00 SOCAR MwSt. CHE-106.847.076 MWST MWSTKL MWST% MWST Netto Brutto 11 7.70% 1.43 18.57 20.00 100046.31.201122231047 Tankenstellenautomat Nummer 31 23.11.2020 . 00:11:54 Auf Wiedersehen Gute Fahrt Einen schönen Tag",SOCAR migrolina,CHE-106.847.076,23.11.2020,20.0,CHF
Coop market (31)," siewris8 PAESK coop Für mich und dich. Dübendorf Center Artikel Menge Preis Aktion Total numb rdsM Halbfettquark 1 to 2.85 2.85 0 Linguine Nr.13 500G 6 2.70 16.20 0 Knusper-müesli Choco 1 4.95 4.95 0 TOTAL CHF 24.00 ltq seer tio2 onis agist PostFinance 9h.24.00 Buchung PostFinance Card XXXX9420 23.08.2019 10:46 #31435278*00108620/1hn1uK/00000000004# Total-EFT CHF: 24.00 101 sist ni3 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 24.00 0.59 Anzahl gekaufter Artikel 8 ERHALTEN SAMMELMARKEN 2 ES BEDIENTE SIE Frau Kündig des Jgeil Viele Dank für Ihre Ichauf 9500060906623081900024001509 23.08.19 10:46 09066 00323901 006 0001509 dook",COOP GENOSSENSCHAFT,CHE-116.311.185,23.08.2019,24.0,CHF
Migros market (216), MIGROS GENOSSENSCHAFT MIGROS ZÜRICH MM DOBENDORF TEL. 044 801 66 77 UNSERE OEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF Gurke 3 X 5.40 1 Bio Kräuterseitlinge 23.30 1 Endivien Lavata 2311A 3.30 1 MBud Cotto 3 X 2.70 8.10 1 Eisbergsalat 2 X 2.40 4.80 1 Kopfsalat 2 X 2.20 4.40 1 TOTAL 49.30 BAR 50.00 ZURUECK 0.70 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% 1 2.50 00 49.30 1.20 00 CUMULUS-NUMMER: 2099.317.932.119 1009 ERHALTENE PUNKTE: 49.300 BESTEN DANK FÜR IHREN EINKAUF! 0070856710102400004930 ART 00012 TRANSAKTION: 08567 C BEDIEN. KNR KST. DATUM ZEIT 0000134 007 150054 10.10.2018 10:24,MIGROS GENOSSENSCHAFT MIGROS ZÜRICH MM DOBENDORF,CHE-105.970.604,10.10.2018,49.3,CHF
Socar (88)," SOCAR migrolino SOCAR Dübendorf Ringstr. 17 8600 Duebendorf SOCAR Energy Switzerland GmbH,Zürich TEL 079/463'66'28 StNr: 150024 Kasse 3 Bed. 11 Dat. 27.01.2018 16:20 Beleg Nr. 7481 Red Bull sugarfree 2,40 2 AriZona Green Tea 50 1,90 2 Capri-S. Oran/Peach 1,50 2 TOTAL CHF 5,80 Buchung Maestro-CH XXXXXXXXXXXXXXX5729 27.01.2018 16:20:01 Trm-Id: 21401543 Act-Id: 1195 AID: A0000000043060 STAN: 97146 PANEnc: 67C49115F22C10581C7AEDFOBEF4D2BA Total-EFT CHF 5.80 MWSTKL MWST% MWST + Netto = Brutto MWSt2 2,5% 0,14 5,66 5,80 RECHNUNG CHE-106.847.076 MWST Auf Wiedersehen Gute Fahrt Einen schönen Tag",SOCAR migrolino,CHE-106.847.076,27.01.2018,5.8,CHF
Migros market (180), MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ TAKE AWAY ROSENBERG TEL. 052 208 15 91 CHF Poulet 2 X 6.20 12.40 1 TOTAL 12.40 BAR 200.00 ZURUECK 187.60 TOTAL IN EURO 10.60 MWST-NUMMER: CHE-105.784.711 MWST GR MWST% TOTAL MWST 1 2.50 12.40 0.30 BESTEN DANK FOR IHREN EINKAUF! 0720994808121200001240 VERKAEUFER: 0000002 Aushilfe ART 00002 TRANSAKTION: 09948 BEDIEN. KNR KST. DATUM ZEIT 0000782 072 95595 08.05.2018 12:12,MIGROS GENOSSENSCHAFT,CHE-105.784.711,08.05.2018,12.4,CHF
Punto (103), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr. 1-5685 22:24:18 21.05.2019 3x Arneis Langhe 10c Fr 7.50 Fr 22.50 1x Insalata Mista Fr 10.00 Fr 10.00 1x Flan di Asparagi Fr 16.50 Fr 16.50 1x Risotto agli Aspa Fr 21.50 Fr 21.50 1x Taglierini al Tar Fr 26.00 Fr 26.00 1x Casarecci Al Pest Fr 22.00 Fr 22.00 1x Sforzato Fr 85.00 Fr 85.00 2x Espresso Fr 2.80 Fr 5.60 Total Fr 209.10 Gegeben (Bar) Fr 209.10 MwSt.% Brutto Netto MwSt. 7.7% Fr 209.10 Fr 194.15 Fr 14.95 Bedient von: Service Punto9 Tisch: Tisch 5 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,21.05.2019,209.1,CHF
Coop market (36)," coop Für mich und dich. Vallisellen Richti-Shopping Artikel Menge Preis Aktion Total Doppelbuerli 2St 180 ? 1.50 3.00 0 Bio Buttergipi rust 1 0.95 0.95 0 Big Silserb.Gipfeu 6 1.30 7.80 0 Semmeli 80G 4 0.80 3.20 0 Schoggiweggli 72G 1 1.75 1.75 0 Mortadella Bologna 1 3.00 3.00 0 Salami Rustico 0.075 4.00 4.00 0 Max Havelaar Bananen 0.677 2.00 2.00 0 Max Havelaan Bananen 0.559 1.65 1.65 0 Aprikose extra 0.301 2.40 2.40 0 Nektarine gelb offen 0.564 2.20 2.20 0 Kiwi grün 3 0.80 2.40 0 Marlboro Red B-PT 1 8.80 8.80 1# FSC Collegeblock A4 1 3.85 3.85 1 TOTAL CHF 47.00 BAR 47.00 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 34.35 0.84 1 7.70 12.65 0.90 Anzahl gekaufter Artikel 25 SUPERCARD HR.: 2501******6557 ALTER PUNKTESTAND SALDO 7009 SUB-/TOTAL EXCL.* 47.00 47 SUPERPUNKTE AUS EINKAUF 47 NEVER PUNKTESTAND SALDO 7056 Erhalten physische Sammelmarken Kappa Trophy 4 Outdoor 4 # ARTIKEL NUR PUNKTEBERECHTIGT / KEIN RABATT ES BEDIENTE SIE Herr Alimi Dankão für Ihre Ichauf 9900020039415062000047004954 15.06.20 08:49 00394 00410064 002 0004954",COOP GENOSSENSCHAFT,CHE-116.311.185,15.06.2020,47.0,CHF
Post (13), DIEPOST 8034 Zürich 34 Riesbach 29.04.2020 / 11:45 / S2 Bestätigung Quittung Post CH AG Wankdorfallee 4 3030 Bern UID: CHE-116.302.542 MWST CHF 6.30 1 Einschreiben (R) (9) Nr 98.00.803400 02395843 kg 0.014 Empfänger: neutrass 6343 Rotkreuz 1.00 1 A-Standardbrief (9) kg 0.024 2.00 1 A-Grossbrief 1- - 500g (9) kg 0.024 6.50 1 Stand.Brief PRIO Europa -20g Nr LT127886343CH kg 0.012 PRIORITY Plus 15.80 Total CHF -15.80 Maestro Contactless Buchung Karte Nr. xxxx4202 Trx-Seq.Nr.: 51185 Trm_ID: 23975086 Aut-Code: 110701 0.00 Rückgeld 0.66 (9): inkl. WSt(7.7%) Code mit der Post-App scannen und Sendung(en) verfolgen. Bewahren Sie diese Quittung sorgfältig auf. www.post.ch Contact Center 0848 888 888 Besten Dank für Ihren Besuch,Post CH AG,CHE-116.302.542,29.04.2020,6.3,CHF
Shell (57)," She Hornegg Stefan Sandmeier GmbH Horneggstrasse 3 8008 Zürich Obj.-Nr.: 0000001001 Tel. 044 422 33 79 Beleg-Nr. 2670/006/00002 Datum/Uhrzeit: 08.09.20 16:29 Rechnung LIEFERANT: Shell (Switzerland) AG Baarermatte 6340 Baar/ZG CHE-105.833.545 MWST *000008 Bleifrei 95 20,01 CHF A * *S:04/1 13,80 1 1,450 CHF/1 * Total Shell 20,01 CHF MwSt A 7,70 % 1,43 CHF Gesamtbetrag 20,01 CHF Typ Netto Mwst Brutto A: 7,70% 18,58 1,43 20,01 Buchung Maestro Contactless XXXXXXXXXXXXXXX4202 16:29 08.09.2020 21407200 Trm-Id: Trx. Seq-Cnt: 87512 Auth. Code: 110906 00000000002 Acq-Id: Total-EFT CHF: 20.01 Das 0. g. Datum entspricht dem Rechnungs- und Leistungsdatum. WIR WOLLEN WISSEN, WAS SIE VON UNS DENKEN Ihr Feedback ist uns wichtig. Beantworten Sie unsere kurze Umfrage auf My Shell www.shell.ch/customersurvey und erhalten Sie 5 Rp./1 Rabatt beim Tanken. (*) (**) *Unter den geltenden Geschäftsbeding. **Nur an teilnehmenden Shell Stationen in der Schweiz.",Shell (Switzerland) AG,CHE-105.833.545,08.09.2020,20.01,CHF
Denner market (86)," DENNER Schlieren no Freiestrasse 52 8952 Schlieren 058 999 04 11 M Bezeichnung Betrag B D-Milchdrink hochpast 1L 1.20 B D-Kaps Samba do Brasil 30x5g 8.65 C D-Toilettenpapier 10x200B1 3.95 Total CHF 13.80 13.80 MAESTRO-CH B MWSt. 2.5% 9.85 0.24 C MWSt. 7.7% 3.95 0.28 13.80 0.52 Total MWSt: MwSt Nr. CHE-105.904.292 MWST prunisM sudi anu 912 nelleT Es bediente Siegennsb neinu T. nbbo jim Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 10.01.2019 10:30 #:75808 C:41101 6667580801363661 3188/1101/3295* 00183675 Buchung Maestro Contactless 4400218*00183675/111274/00000000002# Total-EFT CHE: 13.80",DENNER Schlieren,CHE-105.904.292,10.01.2019,13.8,CHF
Da Paulo (81), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 3408 15.04.2019 TISCH 70 21:28:32 8 Panache 3dl 4.70 37.60 4 San Pell. 5dl 6.30 25.20 2 Aqua Pan. 5dl 6.30 12.60 1 Cordonbleu Schwein 29.50 29.50 1 Pfefferminztee 4.50 4.50 1 1 kugel 3.50 3.50 1 2 kugel 7.00 7.00 1 Spargel Ravioli 25.50 25.50 1 PolloSpargeln 29.50 29.50 1 Cor.Bleu Spargel 43.50 43.50 1 Kalbssnitzel Spargel 39.50 39.50 3 Verde 8.50 25.50 2 Rucola 13.50 27.00 2 Pan Cotta 8.50 17.00 Rechnungsbetrag Fr. 327.40 Eur 297.60 MWST NETTO STEUER BRUTTO 1 = 7.7 % 303.99 23.41 327.40 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.52 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.52,15.04.2019,327.4,CHF
Migros market (132), MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ TAKE AWAY ROSENBERG TEL. 052 208 15 91 CHF Poulet 1/2 3 X 6.20 18.60 1 TOTAL 18.60 BAR 19.00 ZURUECK 0.40 TOTAL IN EURO 16.30 MWST-NUMMER: CHE-105.784.711 MWST GR MWST% TOTAL MWST 1 2.50 18.60 0.45 BESTEN DANK FOR IHREN EINKAUF! 0720527205115300001860 VERKAEUFER : 0000005 Pereira Da Silva S ART 00003 TRANSAKTION: 05272 BEDIEN. KNR KST. DATUM ZEIT 0000782 072 95595 05.04.2018 11:53,MIGROS GENOSSENSCHAFT,CHE-105.784.711,05.04.2018,18.6,CHF
Migros Restaurant  (39), MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG TEL. 052 208 15 91 CHF Mittags-Menü 12.80 2 TOTAL 12.80 BAR 0.00 ZURUECK 7.20 TOTAL IN EURO 11.65 MWST-NUMMER: CHE-105.784.711 MWST R MWST% TOTAL MWST 2 7.70 12.80 0.92 BESTEN DANK FüR IHREN EINKAUF! 10530741804120900001280 ART 00001 TRANSARTION: 07418 BEDIEN. KNR KST. DATUM ZEIT 0000757 053 95480 04.02.2019 12:09,MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG,CHE-105.784.711,04.02.2019,12.8,CHF
Punto (39), PuntoO RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-6167 21:46:20 04.07.2019 2x San Pellegrino 1/ Fr 5.00 Fr 10.00 1x Insalata Verde Fr 8.00 Fr 8.00 1x Sforzato Fr 85.00 Fr 85.00 1x Spaghetti alla Ca Fr 21.00 Fr 21.00 1x Divers. Pasta & R Fr 24.50 Fr 24.50 1x Espresso Fr 2.80 Fr 2.80 Total Fr 151.30 Gegeben (Bar) Fr 151.30 MwSt.% Brutto Netto MwSt. 7.7% Fr 151.30 Fr 140.48 Fr 10.82 Bedient von: Service Punto9 Tisch: Tisch 8 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,PuntoO RISTORANTE CAFFE BAR,CHE-208.429.690,04.07.2019,151.3,CHF
Da Paulo (85), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnun: 13.04.2019 TISCH 74 19:53:12 1 Hugo 10.50 10.50 1 San Pell. 5dl 6.30 6.30 1 Aqua Pan. 11 11.20 11.20 2 1dl Tamaral 7.90 15.80 1 Cou. Romanoff 12.50 12.50 1 Pizza agli Asparagi 24.50 24.50 1 Spargelsalat 14.50 14.50 1 Aperol Spritz 12.00 12.00 1 Verde 8.50 8.50 1 Crema Pomodoro 9.50 9.50 1 K1.SteakSalat 13.50 13.50 1 Calzone 21.50 21.50 1 Passionate Italiana 10.50 10.50 1 Coup Baileys 11.50 11.50 2 Primeburger150g 26.50 53.00 2 Spiegelei 3.00 6.00 2 Speck 3.00 6.00 Rechnungsbetrag Fr. 247.30 Eur 224.80 MWST NETTO STEUER BRUTTO 1 = 7.7 % 229.62 17.68 247.30 Es bediente Sie Salvatore Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,13.04.2019,247.3,CHF
Coop market (114)," coop Für mich und dich. B+H Zürich Oerlikon Eleven Artikel Menge Preis Aktion Total Bohrer SOS plus 5 an 2 6.50 13.00 1 Bohrer SDS plus 5 mill 2 6.20 12.40 1 TOTAL CHF 25.40 BAR 205.40 Zurück CHF -180.00 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 1 7.70 25.40 1.82 Anzahl gekaufter Artikel 4 SUPERCARD NR.: 2501******9074 ALTER PUNKTESTAND SALDO 1552 SUB-/TOTAL EXCL.* 25.40 25 SUPERPUNKTE AUS EINKAUF 25 NEVER PUNKTESTAND SALDO 1577 ES BEDIENTE SIE Coop Team Vielen Dank für Ihren Einkauf Rückgabe nur mit Kassenbon 9900510568421081900025402249 21.08.19 09:13 05684 00005151 051 0002249",COOP GENOSSENSCHAFT,CHE-116.311.185,21.08.2019,25.4,CHF
Ikea (9), R IKEA IKEA Spreitenbach Tel: 0848 801 100 www.IKEA.ch MO-FR 09:00-21:00 / SA 09:00-21:00 Artikel 30343370 Chicken Nuggets 9.95 0 Artikel 80331303 LASKANDE 2 * 2.50 5.00 0 Artikel 10331311 Entercote 14.95 0 Artikel 50343878 Sauce Portion 0.50 0 Summe 30.40 Anzahl Artikel: : 5 Maestro 30.40 CHF Buchung Maestro Contactless 671070XXXXXXXXX4202 23.11.2020 12:46 #31005289*00305574/111076# Total-EFT CHF: 30.40 Steuer inklusiv: CODE SATZ NETTO MwSt. 0 7.7 % 28.23 2.17 Kassierer: 2002070 DaHu Datum Uhrzeit Filial Pos Transak 23.11.20 12:46:27 79 81 184 CHE-116.267.532 MWST Danke für deinen Einkauf bei IKEA AUF WIEDERSEHEN ! Wie zufrieden bist Du mit uns? www.ikea.ch/feedback 0 07900810184231120,IKEA Spreitenbach,CHE-116.267.532,23.11.2020,30.4,CHF
Migros market (78), MIGROS GENOSSENSCHAFT MIGROS ZÜRICH M GLATTBRUGG TEL. 044 810 65 63 --- UNSERE OEFFNUNGSZEITEN MO-SA: 07:30-20:00 CHF Kassentragtasche 0.30 2 Milchbrotli Schoggi 2.90 1 Le Gruyère rezent 4.60 1 AKT Bio Crevetten Tail-On 12.95 1 MClass Gewürzschinken 4.65 1 Poulet-Geschnetzeltes 12.90 1 AKT Tilsiter mild 2.45 1 Mandarinen Tacle 3.55 1 AKT Cherrytomaten am Zweig 3.60 1 Aktion 1.10- 1 TOTAL 46.80 - MAESTRO-CH 46.80 Buchung Maestro XXXXXXXXXXXXXXX3380 30.01.2018 18:25 #31409345/6501/A0000000043060*00331084/1 1123844044/110495/00000000002/6F2C2E8AC C82F4B9DF76CBA3DFAD55E/1# Total-EFT CHF: 46.80 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 46.50 1.13 2 7.70 0.30 0.02 BESTEN DANK FüR IHREN EINKAUF! 0030899030182500004680 ART 00009 TRANSARTION: 08990 BEDIEN. KNR KST. DATUM ZEIT 0000101 003 150056 30.01.2018 18:25,MIGROS GENOSSENSCHAFT MIGROS ZÜRICH M GLATTBRUGG,CHE-105.970.604,30.01.2018,46.8,CHF
Denner market (48), DENNER Kölliken Hauptstrasse 24 5742 Kölliken 062 544 34 55 M Bezeichnung Betrag B Denner Mozzarella Stang 400g 2.10 B D-Joghurt Nature 4 % 500g 1.00 B Brot und Backwaren 3.80 2 X 1.90 B Argeta Hühner-Aufstrich 95g 1.80 B D-Trutenbrust geräuch. 150g 2.70 B Denner Geflügel Aufsch 180g 2.70 B Fanta Lemon PET 45cl 1.40 B Schweppes Bitter Lemon 50cl 1.50 B Thomy Sauce Tartare 180g 2.50 B Rapelli Mortadella 3 St 130g 3.25 Total CHF 22.75 Bargeld CHF 50.00 Rückgeld CHF 27.25 B MWSt. 2.5% 22.75 0.55 Total MWSt: 22.75 0.55 MwSt Nr. CHE- Es bediente Sie: D. Team Vielen Dank für Ihren Einkauf. Sonntags bis 18 Uhr geöffnet! 07.09.2019 15:49 #:81206 C:543002 6668120624343901,DENNER,,07.09.2019,22.75,CHF
Punto (82), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-5789 14:57:38 30.05.2019 1x Caprese con mozza Fr 18.50 Fr 18.50 1x Tagliatelle alla Fr 21.00 Fr 21.00 2x Coca Cola Fr 4.80 Fr 9.60 Total Fr 49.10 Gegeben (Bar) Fr 49.10 MwSt.% Brutto Netto MwSt. 7.7% Fr 49.10 Fr 45.59 Fr 3.51 Bedient von: Service Punto9 Tisch: Stammtisch Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,30.05.2019,49.1,CHF
Denner market (106)," DENNER ZH Oerlikon EKZ NM Hofwiesenstrasse 350 8050 Zürich 058 999 03 13 M Bezeichnung Betrag B IP-Suisse Vollmilch 500ml 2 X 1.00 2.00 B D-Birchermüesli 500g 1.45 Total CHF 3.45 Bargeld CHF 10.00 Rückgeld CHF 6.55 B MWSt. 2.5% 3.45 0.08 Total MWSt: 3.45 0.08 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: A. EFE Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 24.10.2020 11:42 #:54954 C:31302 6665495499794314",DENNER ZH Oerlikon EKZ NM,CHE-105.904.292,24.10.2020,3.45,CHF
Denner market (77)," DENNER Dübendorf Wallisellenstrasse 17 8600 Dübendorf 058 999 06 61 M Bezeichnung Betrag B D-Vollmilch hochpast 1L 2 X 1.25 2.50 Total CHF 2.50 Bargeld CHF 20.00 Rückgeld CHF 17.50 B MWSt. 2.5% 2.50 0.06 Total MWSt: 2.50 0.06 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: A. Dalovic Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 10.06.2020 10:44 #:79097 C:66102 6667909705434178",DENNER Dübendorf,CHE-105.904.292,10.06.2020,2.5,CHF
Denner market (42)," DENNER Glattzentrum Neue Winterthurerstrasse 99 8304 Wallisellen 053 999 06 66 Betrag M Bezeichnung B Coca Cola Dose 4x6x33c1 9 X 9.95 Aktion statt 149.40 89.55 8 Coca Cola Zero Dose 4x6x33c1 Aktion 9.95 statt 16.60 C Panache Tradition 6x50cl 15.60 4 X 3.90 Total CHF 115.10 Center Gutschein 100 Bargeld CHF B MWSt. 2.5% 99.50 C MWSt. 7.7% 15.60 Total MWSt: 115.10 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: M. TUMMILLO Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.06 15.05.2019 09:27 #:33845 6663384505513786",DENNER Glattzentrum,CHE-105.904.292,15.05.2019,115.1,CHF
Coop market (148)," coop Für mich und dich. Wallisellen Richti-Shopping Artikel Menge Preis Aktion Total Ruchbrot 500G 1 1.10 1.10 0 Semmeli 80G 2 0.80 1.60 0 Big Silsergipfel 15 1.30 19.50 0 Berliner 2St 130G 1 2.20 2.20 0 Salami Rustico 0.077 4.10 4.10 0 Marlboro Red B-P1 1 8.80 8.80 1# Cigarettes 5.50 PT 2 5.50 11.00 1# TOTAL CHF 48.30 BAR 50.00 Zurück CHF -1.70 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 28.50 0.70 1 7.70 19.80 1.42 Anzahl gekaufter Artikel 23 SUPERCARD NR.: 2501******6557 ALTER PUNKTESTAND SALDO 9329 SUB-/TOTAL EXCL. * 48.30 48 SUPERPUNKTE AUS EINKAUF 48 NEVER PUNKTESTAND SALDO 9377 Erhalten physische Samelmarken Wildnis 4 # ARTIKEL NUR PUNKTEBERECHTIGT / KEIN RABATT ES BEDIENTE SIE Frau Dreyer Dankão für Ihre Ichauf 9900020705521082000048304954 21.08.20 08:41 07055 00409482 002 0004954",COOP GENOSSENSCHAFT,CHE-116.311.185,21.08.2020,48.3,CHF
